timestamp,ip_address,request_type,resource,job_type,status_code,response_size,response_time,user_agent,country,region,continent,gender,age,is_error
2025-01-01 10:07:07,7.202.156.186,GET,/home,,200,212.08,205,Safari,DEU,Western Europe,Europe,Female,32,0
2025-01-01 10:10:13,87.195.163.179,GET,/dashboard,,400,191.95,670,Chrome,ZAF,Southern Africa,Africa,Male,27,1
2025-01-01 10:20:40,108.116.114.7,POST,/jobs/place,,500,421.05,106,Edge,USA,North America,Americas,Female,43,1
2025-01-01 10:57:46,85.171.74.36,POST,/ai-assistant/request,,200,230.92,731,Chrome,JPN,Eastern Asia,Asia,Male,71,0
2025-01-01 11:01:03,23.225.179.185,GET,/home,,200,233.6,511,Safari,DEU,Western Europe,Europe,Male,65,0
2025-01-01 11:05:21,13.120.158.58,GET,/home,,200,23.83,325,Firefox,DEU,Western Europe,Europe,Female,27,0
2025-01-01 11:08:14,38.120.139.86,GET,/home,,304,205.09,697,Edge,USA,North America,Americas,Male,52,0
2025-01-01 11:08:20,29.102.159.103,GET,/about,,200,427.79,169,Mobile,CAN,North America,Americas,Prefer not to say,59,0
2025-01-01 11:09:00,38.80.37.114,GET,/jobs/request,Full-time,200,256.26,134,Safari,GBR,Northern Europe,Europe,Non-binary,55,0
2025-01-01 11:21:54,25.249.88.143,GET,/dashboard,,404,14.91,363,Edge,CAN,North America,Americas,Male,36,1
2025-01-01 11:23:34,48.88.241.245,GET,/jobs/request,Full-time,200,19.55,563,Chrome,GBR,Northern Europe,Europe,Prefer not to say,22,0
2025-01-01 11:25:14,49.239.66.157,PUT,/profile,,404,134.33,137,Chrome,GBR,Northern Europe,Europe,Female,22,1
2025-01-01 11:26:03,86.53.170.35,GET,/home,,400,239.61,120,Mobile,USA,North America,Americas,Male,52,1
2025-01-01 11:40:29,41.11.202.66,GET,/home,,200,309.3,766,Safari,FRA,Western Europe,Europe,Female,65,0
2025-01-01 11:42:40,36.144.107.184,GET,/home,,401,31.98,207,Safari,GBR,Northern Europe,Europe,Male,61,1
2025-01-01 11:53:47,64.46.240.90,GET,/home,,200,302.26,223,Firefox,DEU,Western Europe,Europe,Male,38,0
2025-01-01 11:55:21,74.194.172.8,POST,/jobs/place,,200,10.98,718,Safari,IND,Southern Asia,Asia,Female,38,0
2025-01-01 12:01:59,43.28.150.92,GET,/contact,,404,194.25,277,Firefox,USA,North America,Americas,Male,27,1
2025-01-01 12:08:42,49.242.176.109,GET,/jobs/request,Part-time,200,492.4,705,Chrome,FRA,Western Europe,Europe,Prefer not to say,53,0
2025-01-01 12:12:59,110.163.104.95,GET,/events/promotional,,200,30.95,504,Chrome,GBR,Northern Europe,Europe,Male,20,0
2025-01-01 12:17:24,120.57.31.213,GET,/about,,200,400.39,393,Firefox,CAN,North America,Americas,Female,50,0
2025-01-01 12:36:36,86.243.84.68,PUT,/api/users,,200,298.11,578,Firefox,USA,North America,Americas,Female,56,0
2025-01-01 12:40:57,7.7.47.238,GET,/home,,200,50.61,663,Safari,GBR,Northern Europe,Europe,Female,33,0
2025-01-01 12:56:28,43.28.150.92,GET,/dashboard,,200,417.84,691,Chrome,USA,North America,Americas,Male,27,0
2025-01-01 13:05:16,91.232.138.79,POST,/jobs/place,,404,104.92,326,Mobile,USA,North America,Americas,Male,25,1
2025-01-01 13:26:58,28.142.32.148,POST,/dashboard,,200,499.01,647,Chrome,FRA,Western Europe,Europe,Male,73,0
2025-01-01 13:27:27,116.21.161.239,PUT,/api/data,,200,216.96,503,Chrome,IND,Southern Asia,Asia,Male,43,0
2025-01-01 14:08:46,41.228.218.43,GET,/dashboard,,200,121.62,120,Mobile,FRA,Western Europe,Europe,Female,40,0
2025-01-01 14:13:42,95.180.222.71,GET,/dashboard,,200,353.61,799,Firefox,CAN,North America,Americas,Female,68,0
2025-01-01 14:58:23,94.134.91.130,POST,/login,,200,279.14,624,Chrome,USA,North America,Americas,Non-binary,73,0
2025-01-01 15:07:43,86.250.76.115,GET,/login,,200,191.94,57,Safari,DEU,Western Europe,Europe,Female,40,0
2025-01-01 15:09:02,94.134.91.130,POST,/api/data,,200,423.78,648,Chrome,USA,North America,Americas,Non-binary,73,0
2025-01-01 15:33:53,109.167.162.116,GET,/login,,401,416.42,449,Safari,CAN,North America,Americas,Male,22,1
2025-01-01 15:39:07,19.32.234.10,DELETE,/home,,404,243.1,436,Edge,USA,North America,Americas,Male,20,1
2025-01-01 15:46:36,64.124.166.97,GET,/home,,200,168.54,72,Mobile,FRA,Western Europe,Europe,Male,68,0
2025-01-01 16:12:18,74.153.243.209,GET,/profile,,500,371.32,249,Chrome,GBR,Northern Europe,Europe,Male,39,1
2025-01-01 16:16:59,47.135.247.50,GET,/home,,200,492.01,613,Firefox,USA,North America,Americas,Prefer not to say,35,0
2025-01-01 16:21:47,86.249.8.2,GET,/ai-assistant/request,,401,458.42,463,Firefox,BRA,South America,Americas,Female,44,1
2025-01-01 16:37:05,11.42.137.40,POST,/api/data,,200,181.28,677,Chrome,USA,North America,Americas,Male,68,0
2025-01-01 16:45:51,94.217.194.211,GET,/home,,500,229.27,453,Chrome,GBR,Northern Europe,Europe,Male,47,1
2025-01-01 17:05:51,13.48.0.55,POST,/login,,500,498.58,549,Chrome,CAN,North America,Americas,Female,26,1
2025-01-01 17:19:35,81.124.237.95,PUT,/jobs/request,Freelance,200,435.72,666,Chrome,USA,North America,Americas,Female,49,0
2025-01-01 17:32:29,78.34.120.104,PUT,/api/users,,200,109.36,213,Chrome,USA,North America,Americas,Male,74,0
2025-01-01 17:36:50,81.13.201.152,POST,/ai-assistant/request,,200,494.88,294,Safari,BRA,South America,Americas,Female,19,0
2025-01-01 17:51:21,13.150.113.104,GET,/search,,500,98.93,631,Edge,IND,Southern Asia,Asia,Female,37,1
2025-01-01 18:52:54,32.238.62.69,POST,/ai-assistant/request,,500,407.26,142,Firefox,USA,North America,Americas,Male,27,1
2025-01-01 18:56:28,122.8.123.53,GET,/api/data,,200,389.32,541,Firefox,DEU,Western Europe,Europe,Male,56,0
2025-01-01 19:21:37,64.246.109.222,GET,/home,,200,6.41,102,Firefox,USA,North America,Americas,Male,21,0
2025-01-01 19:24:46,7.7.47.238,POST,/jobs/place,,400,186.72,604,Chrome,GBR,Northern Europe,Europe,Female,33,1
2025-01-01 19:29:53,9.16.169.19,POST,/jobs/request,Part-time,200,40.56,423,Chrome,USA,North America,Americas,Female,35,0
2025-01-01 19:44:10,30.203.187.24,GET,/about,,404,277.17,290,Mobile,IND,Southern Asia,Asia,Female,18,1
2025-01-01 20:02:27,55.151.78.51,POST,/login,,200,127.33,620,Safari,DEU,Western Europe,Europe,Male,42,0
2025-01-01 20:23:22,18.121.149.67,GET,/contact,,500,404.33,706,Safari,CAN,North America,Americas,Female,69,1
2025-01-01 20:44:54,86.250.76.115,GET,/api/data,,400,358.71,715,Mobile,DEU,Western Europe,Europe,Female,40,1
2025-01-01 21:11:26,17.232.188.173,GET,/home,,200,306.35,52,Firefox,USA,North America,Americas,Female,34,0
2025-01-01 21:43:41,109.167.75.24,GET,/events/promotional,,200,442.14,623,Chrome,USA,North America,Americas,Female,40,0
2025-01-01 22:28:47,115.157.254.6,GET,/settings,,200,226.97,677,Firefox,GBR,Northern Europe,Europe,Male,43,0
2025-01-01 23:35:15,93.196.253.103,POST,/ai-assistant/request,,404,203.08,103,Chrome,DEU,Western Europe,Europe,Male,59,1
2025-01-02 00:00:43,54.226.111.23,POST,/jobs/place,,200,261.2,749,Safari,USA,North America,Americas,Female,26,0
2025-01-02 00:16:57,111.205.218.176,POST,/demo/schedule,,200,381.98,231,Firefox,AUS,Oceania,Oceania,Male,63,0
2025-01-02 00:35:32,58.184.138.27,GET,/settings,,200,17.78,261,Edge,ZAF,Southern Africa,Africa,Male,29,0
2025-01-02 01:58:05,86.250.76.115,GET,/ai-assistant/request,,200,104.15,650,Firefox,DEU,Western Europe,Europe,Female,40,0
2025-01-02 02:08:44,57.0.100.94,GET,/home,,404,408.21,545,Chrome,USA,North America,Americas,Male,60,1
2025-01-02 02:39:43,106.163.177.182,GET,/home,,200,255.34,169,Chrome,AUS,Oceania,Oceania,Male,52,0
2025-01-02 03:31:36,112.82.168.106,GET,/events/promotional,,200,486.4,129,Safari,FRA,Western Europe,Europe,Female,36,0
2025-01-02 03:52:01,116.21.161.239,GET,/products,,301,446.45,587,Mobile,IND,Southern Asia,Asia,Male,43,0
2025-01-02 04:54:00,78.34.120.104,PUT,/api/data,,404,275.88,150,Chrome,USA,North America,Americas,Male,74,1
2025-01-02 05:51:48,108.190.55.173,DELETE,/api/data,,200,285.3,543,Edge,DEU,Western Europe,Europe,Male,19,0
2025-01-02 06:05:55,80.122.124.13,GET,/login,,301,65.99,533,Firefox,USA,North America,Americas,Female,51,0
2025-01-02 06:06:40,79.13.101.184,PUT,/api/data,,304,228.74,498,Safari,USA,North America,Americas,Female,52,0
2025-01-02 06:11:08,46.204.66.195,GET,/dashboard,,200,351.99,705,Chrome,AUS,Oceania,Oceania,Male,53,0
2025-01-02 07:47:29,32.196.119.220,GET,/contact,,200,183.63,554,Mobile,AUS,Oceania,Oceania,Female,20,0
2025-01-02 08:27:41,7.202.156.186,POST,/ai-assistant/request,,500,350.52,461,Chrome,DEU,Western Europe,Europe,Female,32,1
2025-01-02 08:34:42,122.149.139.107,GET,/dashboard,,404,111.51,134,Chrome,USA,North America,Americas,Female,48,1
2025-01-02 09:19:52,109.186.83.95,POST,/demo/schedule,,200,326.15,768,Edge,GBR,Northern Europe,Europe,Male,60,0
2025-01-02 09:45:58,60.4.188.52,GET,/events/promotional,,200,421.55,728,Chrome,USA,North America,Americas,Male,68,0
2025-01-02 09:48:49,65.177.132.43,PUT,/demo/schedule,,404,452.44,301,Edge,USA,North America,Americas,Male,65,1
2025-01-02 10:01:11,81.194.75.211,POST,/demo/schedule,,200,223.75,76,Mobile,DEU,Western Europe,Europe,Female,20,0
2025-01-02 10:16:26,39.40.119.222,GET,/home,,503,106.18,270,Firefox,USA,North America,Americas,Male,35,1
2025-01-02 10:21:59,60.37.30.41,GET,/jobs/request,Part-time,503,198.67,643,Chrome,CAN,North America,Americas,Male,48,1
2025-01-02 10:26:21,74.253.57.147,GET,/ai-assistant/request,,304,122.18,693,Chrome,IND,Southern Asia,Asia,Male,67,0
2025-01-02 10:32:24,90.113.228.96,GET,/home,,200,402.76,464,Safari,GBR,Northern Europe,Europe,Male,67,0
2025-01-02 11:05:07,1.199.135.238,GET,/about,,200,243.5,517,Mobile,USA,North America,Americas,Female,47,0
2025-01-02 11:21:07,125.185.235.182,GET,/home,,200,208.19,361,Safari,USA,North America,Americas,Male,29,0
2025-01-02 11:22:21,111.205.218.176,GET,/api/data,,200,203.99,524,Firefox,AUS,Oceania,Oceania,Male,63,0
2025-01-02 11:24:13,94.166.43.227,GET,/logout,,200,165.07,415,Firefox,CAN,North America,Americas,Male,28,0
2025-01-02 11:24:23,61.127.38.114,PUT,/dashboard,,200,332.48,416,Chrome,USA,North America,Americas,Female,72,0
2025-01-02 11:42:51,115.19.4.77,GET,/dashboard,,404,374.15,138,Safari,ZAF,Southern Africa,Africa,Female,24,1
2025-01-02 11:52:28,23.224.22.106,GET,/jobs/request,Freelance,200,465.29,537,Chrome,JPN,Eastern Asia,Asia,Male,64,0
2025-01-02 12:01:07,48.88.241.245,GET,/jobs/request,Part-time,301,376.47,794,Edge,GBR,Northern Europe,Europe,Prefer not to say,22,0
2025-01-02 12:01:50,105.90.211.7,GET,/jobs/place,,200,401.71,300,Safari,USA,North America,Americas,Male,39,0
2025-01-02 12:13:43,50.20.37.49,GET,/home,,200,26.96,774,Edge,USA,North America,Americas,Female,55,0
2025-01-02 12:20:01,1.155.146.54,GET,/home,,200,293.78,606,Chrome,GBR,Northern Europe,Europe,Male,55,0
2025-01-02 12:25:55,79.243.77.246,GET,/events/promotional,,200,411.27,681,Edge,USA,North America,Americas,Male,24,0
2025-01-02 12:27:02,35.82.226.142,POST,/logout,,200,441.87,569,Safari,DEU,Western Europe,Europe,Female,53,0
2025-01-02 12:28:29,106.91.54.236,POST,/jobs/place,,404,131.79,660,Firefox,FRA,Western Europe,Europe,Male,27,1
2025-01-02 12:32:27,84.22.204.248,PUT,/jobs/request,Contract,301,451.6,161,Safari,CAN,North America,Americas,Female,68,0
2025-01-02 12:47:28,70.43.55.197,POST,/ai-assistant/request,,200,56.72,373,Chrome,BRA,South America,Americas,Male,60,0
2025-01-02 12:58:47,53.214.18.203,GET,/api/data,,200,68.24,80,Safari,GBR,Northern Europe,Europe,Prefer not to say,62,0
2025-01-02 13:08:43,80.101.230.152,GET,/api/data,,404,130.72,236,Firefox,USA,North America,Americas,Male,18,1
2025-01-02 13:16:36,9.238.144.199,POST,/ai-assistant/request,,301,287.37,376,Firefox,ZAF,Southern Africa,Africa,Female,38,0
2025-01-02 13:33:20,109.228.81.191,GET,/products,,200,152.49,461,Chrome,GBR,Northern Europe,Europe,Female,46,0
2025-01-02 14:19:08,60.191.30.159,GET,/home,,200,264.24,346,Chrome,USA,North America,Americas,Female,57,0
2025-01-02 14:36:01,29.102.159.103,PUT,/jobs/request,Part-time,301,135.09,109,Chrome,CAN,North America,Americas,Prefer not to say,59,0
2025-01-02 15:13:42,6.19.70.183,PUT,/dashboard,,200,102.29,53,Firefox,GBR,Northern Europe,Europe,Male,48,0
2025-01-02 15:20:40,44.48.21.59,GET,/api/data,,400,117.57,589,Edge,DEU,Western Europe,Europe,Male,73,1
2025-01-02 15:25:56,108.92.150.83,POST,/help,,200,39.81,582,Chrome,DEU,Western Europe,Europe,Male,38,0
2025-01-02 15:34:27,90.67.154.41,POST,/login,,200,293.72,742,Firefox,USA,North America,Americas,Female,74,0
2025-01-02 15:45:27,44.194.168.113,POST,/register,,200,494.57,702,Edge,ZAF,Southern Africa,Africa,Male,70,0
2025-01-02 15:47:00,32.52.74.66,DELETE,/api/reports,,200,102.16,777,Chrome,JPN,Eastern Asia,Asia,Male,56,0
2025-01-02 16:11:11,11.80.1.105,GET,/home,,200,477.9,485,Chrome,USA,North America,Americas,Female,56,0
2025-01-02 16:12:36,63.39.184.65,GET,/api/data,,200,254.47,171,Chrome,CAN,North America,Americas,Non-binary,64,0
2025-01-02 16:17:07,79.243.77.246,POST,/products,,200,235.1,118,Mobile,USA,North America,Americas,Male,24,0
2025-01-02 16:26:22,117.44.216.9,POST,/ai-assistant/request,,200,135.92,769,Firefox,FRA,Western Europe,Europe,Male,31,0
2025-01-02 16:38:37,14.183.176.155,GET,/logout,,200,341.85,646,Chrome,USA,North America,Americas,Male,20,0
2025-01-02 17:05:50,1.155.146.54,GET,/about,,404,154.73,382,Chrome,GBR,Northern Europe,Europe,Male,55,1
2025-01-02 17:39:14,35.39.254.117,GET,/products,,200,75.58,253,Chrome,GBR,Northern Europe,Europe,Female,21,0
2025-01-02 17:41:44,83.166.195.153,POST,/logout,,200,223.34,135,Chrome,USA,North America,Americas,Female,47,0
2025-01-02 17:43:18,118.86.43.73,GET,/settings,,200,227.23,598,Safari,GBR,Northern Europe,Europe,Female,58,0
2025-01-02 17:55:31,125.185.235.182,GET,/dashboard,,200,481.93,481,Chrome,USA,North America,Americas,Male,29,0
2025-01-02 18:30:00,45.203.167.8,POST,/contact,,500,5.58,784,Edge,JPN,Eastern Asia,Asia,Female,68,1
2025-01-02 18:30:40,28.250.46.231,GET,/dashboard,,200,13.55,523,Edge,USA,North America,Americas,Female,69,0
2025-01-02 20:20:35,102.13.154.53,GET,/dashboard,,500,276.87,53,Safari,DEU,Western Europe,Europe,Female,50,1
2025-01-02 20:31:55,58.145.229.60,GET,/home,,301,263.84,375,Mobile,USA,North America,Americas,Female,37,0
2025-01-02 21:54:35,92.228.109.157,GET,/home,,200,270.5,528,Chrome,IND,Southern Asia,Asia,Male,49,0
2025-01-02 22:55:27,63.178.140.74,GET,/dashboard,,200,409.25,225,Edge,GBR,Northern Europe,Europe,Male,61,0
2025-01-02 23:07:58,55.157.13.153,GET,/home,,200,154.31,117,Safari,FRA,Western Europe,Europe,Female,59,0
2025-01-02 23:30:09,93.196.253.103,GET,/register,,200,110.96,396,Chrome,DEU,Western Europe,Europe,Male,59,0
2025-01-03 01:34:59,121.0.165.126,DELETE,/dashboard,,301,368.44,532,Edge,ZAF,Southern Africa,Africa,Male,41,0
2025-01-03 02:17:34,109.167.162.116,POST,/demo/schedule,,200,451.36,666,Edge,CAN,North America,Americas,Male,22,0
2025-01-03 02:41:40,101.206.0.169,GET,/home,,200,389.73,306,Chrome,USA,North America,Americas,Female,47,0
2025-01-03 02:57:14,36.60.15.86,GET,/dashboard,,404,446.78,394,Firefox,IND,Southern Asia,Asia,Female,35,1
2025-01-03 05:44:44,69.17.38.242,GET,/home,,200,485.0,727,Chrome,ZAF,Southern Africa,Africa,Female,21,0
2025-01-03 06:33:19,87.194.89.158,GET,/home,,200,194.81,137,Safari,USA,North America,Americas,Female,43,0
2025-01-03 07:26:29,120.173.179.2,POST,/demo/schedule,,200,436.7,321,Chrome,IND,Southern Asia,Asia,Male,27,0
2025-01-03 08:19:15,58.184.138.27,GET,/home,,301,81.01,724,Edge,ZAF,Southern Africa,Africa,Male,29,0
2025-01-03 08:32:12,56.128.233.217,GET,/dashboard,,200,36.64,390,Edge,USA,North America,Americas,Male,42,0
2025-01-03 08:34:06,111.157.53.53,PUT,/login,,200,75.68,61,Edge,FRA,Western Europe,Europe,Female,33,0
2025-01-03 08:40:15,41.228.218.43,POST,/about,,200,320.71,581,Safari,FRA,Western Europe,Europe,Female,40,0
2025-01-03 09:34:30,93.196.253.103,POST,/jobs/place,,200,157.72,162,Safari,DEU,Western Europe,Europe,Male,59,0
2025-01-03 09:38:42,63.39.184.65,GET,/help,,200,329.48,414,Edge,CAN,North America,Americas,Non-binary,64,0
2025-01-03 09:55:31,94.250.94.235,PUT,/api/data,,200,72.91,660,Safari,USA,North America,Americas,Female,59,0
2025-01-03 09:57:08,118.75.223.24,POST,/ai-assistant/request,,200,478.96,491,Chrome,USA,North America,Americas,Non-binary,32,0
2025-01-03 10:06:24,63.165.127.2,GET,/login,,200,457.85,711,Mobile,AUS,Oceania,Oceania,Male,33,0
2025-01-03 10:29:26,92.154.4.171,POST,/login,,200,182.01,200,Mobile,JPN,Eastern Asia,Asia,Female,37,0
2025-01-03 10:33:43,13.150.113.104,POST,/register,,200,354.55,219,Edge,IND,Southern Asia,Asia,Female,37,0
2025-01-03 10:48:54,14.49.220.91,POST,/demo/schedule,,200,336.6,539,Safari,CAN,North America,Americas,Male,47,0
2025-01-03 10:59:27,73.208.52.7,PUT,/login,,200,363.92,228,Safari,CAN,North America,Americas,Male,53,0
2025-01-03 11:02:29,60.191.30.159,PUT,/login,,503,187.2,214,Firefox,USA,North America,Americas,Female,57,1
2025-01-03 11:15:30,103.136.1.73,POST,/profile,,200,251.39,641,Edge,USA,North America,Americas,Female,71,0
2025-01-03 11:24:36,60.167.172.195,POST,/dashboard,,200,370.29,358,Firefox,USA,North America,Americas,Female,35,0
2025-01-03 11:25:55,17.78.155.43,GET,/events/promotional,,404,435.31,702,Safari,USA,North America,Americas,Male,63,1
2025-01-03 11:45:29,92.117.181.19,GET,/register,,200,499.48,713,Edge,CAN,North America,Americas,Male,65,0
2025-01-03 12:05:43,74.243.138.12,GET,/ai-assistant/request,,404,447.54,187,Mobile,FRA,Western Europe,Europe,Non-binary,61,1
2025-01-03 12:07:47,58.17.186.188,POST,/jobs/place,,404,284.4,267,Chrome,USA,North America,Americas,Male,36,1
2025-01-03 12:18:49,80.122.124.13,PUT,/api/data,,200,224.22,275,Chrome,USA,North America,Americas,Female,51,0
2025-01-03 12:31:47,78.100.234.28,GET,/api/data,,200,411.79,398,Edge,DEU,Western Europe,Europe,Male,18,0
2025-01-03 12:36:52,81.160.63.185,PUT,/settings,,200,418.25,378,Chrome,ZAF,Southern Africa,Africa,Non-binary,50,0
2025-01-03 12:39:06,38.80.37.114,DELETE,/dashboard,,200,422.36,407,Chrome,GBR,Northern Europe,Europe,Non-binary,55,0
2025-01-03 12:50:18,52.151.27.201,POST,/dashboard,,304,35.17,52,Safari,USA,North America,Americas,Female,33,0
2025-01-03 13:05:54,123.68.239.70,GET,/jobs/place,,200,373.79,359,Edge,GBR,Northern Europe,Europe,Male,25,0
2025-01-03 13:11:45,82.122.81.80,POST,/demo/schedule,,200,421.08,180,Mobile,USA,North America,Americas,Female,53,0
2025-01-03 13:16:14,41.228.218.43,POST,/demo/schedule,,200,178.29,748,Firefox,FRA,Western Europe,Europe,Female,40,0
2025-01-03 13:37:43,58.250.85.22,GET,/jobs/request,Internship,200,436.59,195,Chrome,FRA,Western Europe,Europe,Female,68,0
2025-01-03 13:44:33,50.20.37.49,GET,/jobs/request,Internship,200,45.13,162,Firefox,USA,North America,Americas,Female,55,0
2025-01-03 13:56:38,111.157.53.53,GET,/dashboard,,500,322.08,237,Edge,FRA,Western Europe,Europe,Female,33,1
2025-01-03 14:05:19,117.44.216.9,GET,/home,,404,330.63,741,Safari,FRA,Western Europe,Europe,Male,31,1
2025-01-03 14:34:21,80.43.68.81,POST,/contact,,200,83.2,438,Firefox,USA,North America,Americas,Male,37,0
2025-01-03 14:35:26,65.177.132.43,POST,/jobs/place,,200,6.67,591,Firefox,USA,North America,Americas,Male,65,0
2025-01-03 14:43:30,59.189.47.138,GET,/login,,200,13.82,439,Chrome,USA,North America,Americas,Female,30,0
2025-01-03 14:58:10,38.249.157.12,GET,/profile,,200,61.72,601,Chrome,CAN,North America,Americas,Male,56,0
2025-01-03 15:00:29,94.70.49.232,GET,/demo/schedule,,200,14.03,194,Edge,FRA,Western Europe,Europe,Female,20,0
2025-01-03 15:40:03,5.118.147.181,GET,/api/data,,200,304.53,196,Firefox,GBR,Northern Europe,Europe,Male,73,0
2025-01-03 15:57:42,69.17.38.242,GET,/jobs/request,Full-time,401,137.67,761,Chrome,ZAF,Southern Africa,Africa,Female,21,1
2025-01-03 16:14:17,4.140.125.58,GET,/jobs/request,Full-time,200,426.16,686,Mobile,DEU,Western Europe,Europe,Male,24,0
2025-01-03 16:18:54,3.25.170.63,POST,/api/reports,,200,78.9,375,Firefox,DEU,Western Europe,Europe,Prefer not to say,68,0
2025-01-03 16:19:40,122.8.123.53,PUT,/products,,200,398.3,404,Chrome,DEU,Western Europe,Europe,Male,56,0
2025-01-03 16:26:54,79.243.77.246,GET,/jobs/request,Contract,404,380.94,381,Safari,USA,North America,Americas,Male,24,1
2025-01-03 16:29:21,125.185.235.182,PUT,/profile,,401,102.52,435,Firefox,USA,North America,Americas,Male,29,1
2025-01-03 17:15:29,9.7.134.56,GET,/demo/schedule,,403,159.23,670,Edge,USA,North America,Americas,Male,21,1
2025-01-03 17:16:13,123.216.26.248,POST,/login,,200,202.81,571,Chrome,BRA,South America,Americas,Male,37,0
2025-01-03 17:17:06,2.50.132.57,POST,/jobs/place,,401,345.86,281,Edge,CAN,North America,Americas,Female,51,1
2025-01-03 17:20:45,102.68.73.18,DELETE,/jobs/place,,200,220.74,259,Edge,USA,North America,Americas,Female,18,0
2025-01-03 17:27:57,109.71.240.115,GET,/home,,200,285.36,652,Chrome,GBR,Northern Europe,Europe,Female,75,0
2025-01-03 17:35:30,86.250.76.115,POST,/login,,200,68.63,650,Chrome,DEU,Western Europe,Europe,Female,40,0
2025-01-03 17:50:45,7.179.114.167,GET,/dashboard,,200,87.85,508,Chrome,IND,Southern Asia,Asia,Male,59,0
2025-01-03 17:50:49,12.248.35.251,POST,/register,,200,470.26,609,Safari,ZAF,Southern Africa,Africa,Female,67,0
2025-01-03 18:04:34,19.79.39.76,POST,/contact,,200,132.63,564,Safari,USA,North America,Americas,Female,24,0
2025-01-03 18:06:08,64.46.240.90,GET,/jobs/request,Internship,200,19.45,757,Chrome,DEU,Western Europe,Europe,Male,38,0
2025-01-03 18:10:32,3.63.80.113,POST,/ai-assistant/request,,200,336.92,649,Chrome,JPN,Eastern Asia,Asia,Female,45,0
2025-01-03 20:19:31,53.235.124.254,GET,/home,,200,463.16,59,Edge,CAN,North America,Americas,Female,37,0
2025-01-03 21:01:52,49.239.66.157,POST,/login,,200,42.32,794,Firefox,GBR,Northern Europe,Europe,Female,22,0
2025-01-03 21:08:17,109.157.122.15,PUT,/jobs/request,Contract,200,206.56,55,Chrome,BRA,South America,Americas,Male,54,0
2025-01-03 21:17:31,90.104.210.129,GET,/logout,,200,207.34,276,Chrome,USA,North America,Americas,Female,48,0
2025-01-03 21:39:40,83.166.195.153,POST,/login,,404,116.12,634,Chrome,USA,North America,Americas,Female,47,1
2025-01-03 23:25:16,120.57.31.213,GET,/about,,403,358.31,495,Chrome,CAN,North America,Americas,Female,50,1
